AD	AD100	Canillo	Canillo	02	 	 	 	 	42.5676	1.5976	4
AD	AD200	Encamp	Encamp	03	 	 	 	 	42.5359	1.5836	4
AD	AD300	Ordino	Ordino	05	 	 	 	 	42.5562	1.5332	4
AD	AD400	La Massana	La Massana	04	 	 	 	 	42.5449	1.5148	4
AD	AD500	Andorra la Vella	Andorra la Vella	07	 	 	 	 	42.5075	1.5218	4
AD	AD600	Sant Julià de Lòria	Sant Julià de Lòria	06	 	 	 	 	42.4637	1.4913	4
AD	AD700	Escaldes-Engordany	Escaldes-Engordany	08	 	 	 	 	42.5093	1.5387	4
